Pais,Categoria,Subcategoria,Limite,Estado,Titulo,Titulo 1,Titulo 2,Titulo 3,Titulo 4,Titulo 5,Titulo 6,Titulo 7,Titulo 8,Titulo 9,Titulo 10,Titulo 11,Titulo 12,Titulo 13,Titulo 14,Titulo 15,Titulo 16,Titulo 17,Titulo 18,Titulo 19,Titulo 20,Titulo 21,Titulo 22,Titulo 23,Titulo 24,Titulo 25
Polonia,Arquitectura y Monumentos,Arte Medieval (Gótico),25,Completado,,Catedral de Wawel en Cracovia,Catedral de Santa María en Gdańsk,Catedral de San Juan Bautista en Poznań,Catedral de San Pedro y San Pablo en Warsaw,Catedral de San Miguel Arcángel en Sandomierz,Catedral de San Juan Bautista en Silesia,Iglesia de Santa María en Toruń,Iglesia de Santa María en Wrocław,Iglesia de San Martín en Kraków,Iglesia de San Juan Bautista en Kielce,Iglesia de Santa Cruz en Częstochowa,Iglesia de San Pedro y San Pablo en Słupsk,Iglesia de Santa María en Bydgoszcz,Iglesia de San Miguel en Lublin,Iglesia de Santa María en Elbląg,Iglesia de San Esteban en Łódź,Iglesia de San Miguel en Olsztyn,Iglesia de Santa María en Tychy,Iglesia de San Juan Bautista en Sieradz,Iglesia de San Pedro en Płock,Iglesia de Santa María en Zamość,Iglesia de San Juan Bautista en Gniezno,Iglesia de Santa María en Łask,Iglesia de San Miguel en Radom,Iglesia de Santa María en Siedlce
Polonia,Arquitectura y Monumentos,Renacimiento,25,Completado,,Catedral de Wawel en Cracovia,Palacio Real de Wawel en Cracovia,Iglesia de Santa María en Kraków,Iglesia de San Juan Bautista en Kraków,Torre del Reloj de la Ciudad Vieja de Kraków,Casa de Nicolaus Copérnico en Toruń,Catedral de San Juan Bautista en Toruń,Plaza del Mercado Central en Toruń,Casa de la Catedral en Toruń,Iglesia de San Pedro y San Pablo en Poznań,Catedral de San Pedro y San Pablo en Poznań,Palacio de los Obispos en Poznań,Iglesia de San Miguel en Gdańsk,Catedral de San María en Gdańsk,Torre de la Iglesia de San Martín en Gdańsk,Casa de los Caballeros en Gdańsk,Plaza del Mercado en Gdańsk,Iglesia de Santa María en Elbląg,Catedral de San Juan Bautista en Elbląg,Castillo de Malbork,Iglesia de San Juan Bautista en Malbork,Casa del Ayuntamiento en Malbork,Iglesia de San Esteban en Lublin,Catedral de San Esteban en Lublin,Palacio de los Príncipes en Lublin
Polonia,Arquitectura y Monumentos,Manierismo,25,Completado,,Catedral de Wawel en Cracovia,Palacio Real de Wawel en Cracovia,Torre del Reloj de la Ciudad Vieja de Cracovia,Iglesia de Santa María en Kraków,Iglesia de San Juan Bautista en Kraków,Iglesia de San Miguel en Kraków,Iglesia de Santa Cruz en Kraków,Iglesia de San Pedro y San Pablo en Kraków,Iglesia de San Esteban en Kraków,Iglesia de Santa María en Sandomierz,Iglesia de San Juan Bautista en Sandomierz,Iglesia de Santa María en Lublin,Palacio de los Obispos en Płock,Iglesia de San Miguel en Płock,Iglesia de Santa María en Radom,Iglesia de San Juan Bautista en Radom,Iglesia de San Esteban en Tarnów,Iglesia de Santa María en Kielce,Iglesia de San Miguel en Kielce,Iglesia de Santa María en Zamość,Palacio de Zamość,Catedral de Zamość,Iglesia de San Juan Bautista en Zamość,Iglesia de Santa María en Sieradz,Iglesia de San Esteban en Sieradz
Polonia,Arquitectura y Monumentos,Barroco,25,Completado,,Basílica de Santa María en Cracovia,Catedral de Wawel en Cracovia,Palacio Real de Wawel en Cracovia,Iglesia de San Juan Bautista en Kraków,Iglesia de San Francisco en Cracovia,Iglesia de San Miguel Arcángel en Cracovia,Iglesia de Santa Cruz en Cracovia,Iglesia de San Andrés en Cracovia,Iglesia de Santa María del Puente en Kraków,Iglesia de San Esteban en Kraków,Iglesia de San Juan en Kalisz,Iglesia de San Miguel en Poznań,Iglesia de San Pedro y San Pablo en Poznań,Iglesia de San Esteban en Toruń,Iglesia de San Juan Bautista en Toruń,Iglesia de Santa María en Toruń,Iglesia de San Nicolás en Gdańsk,Iglesia de San Juan Bautista en Gdańsk,Iglesia de Santa María en Gdańsk,Iglesia de San Esteban en Gdańsk,Iglesia de San Miguel en Gdańsk,Iglesia de San Pedro y San Pablo en Gdańsk,Iglesia de Santa María en Wrocław,Iglesia de San Juan Bautista en Wrocław,Iglesia de San Esteban en Wrocław
Polonia,Arquitectura y Monumentos,Rococó,25,Completado,,Palacio de Łańcut,Iglesia de Santa María en Sandomierz,Palacio de Radziwiłłów en Nesvizh,Iglesia de San Juan Bautista en Opatów,Iglesia de Santa María en Sierpc,Palacio de Otwock,Iglesia de San Miguel en Tarnów,Palacio de Kórnik,Iglesia de San Esteban en Łęczna,Palacio de Kozienice,Iglesia de San Pedro y San Pablo en Warsaw,Iglesia de Santa Bárbara en Wawel,Palacio de Czartoryski en Puławy,Iglesia de San Juan Bautista en Wieliczka,Palacio de Siedlce,Iglesia de San Juan en Dąbrowa Białostocka,Palacio de Przemyśl,Iglesia de Santa María en Wieluń,Palacio de Zamek en Rzeszów,Iglesia de San Miguel en Szydłowiec,Palacio de Krzyżtopór,Iglesia de Santa María en Biecz,Palacio de Mokotów en Warszawa,Iglesia de San Esteban en Sulejów,Palacio de Czarnków
Polonia,Arquitectura y Monumentos,Neoclasicismo,25,Completado,,Palacio de la Ciudad de Varsovia (Pałac Stolicy),Templo de la Concordia en Varsovia,Teatro Nacional de Varsovia,Palacio de la Familia Radziwiłł en Niepołomice,Iglesia de Santa María en Poznań,Palacio de la Universidad de Varsovia,Catedral de San Juan Bautista en Lublin,Teatro de Łódź,Palacio de la Familia Czartoryski en Puławy,Iglesia de San Miguel en Kraków,Palacio de la Familia Sieniawski en Otwock,Iglesia de Santa Bárbara en Zakopane,Palacio de la Familia Potocki en Zamość,Teatro de la Ciudad de Wrocław,Iglesia de Santa Ana en Kielce,Palacio de la Familia Sapieha en Wola,Palacio de la Familia Lubomirska en Warsaw,Iglesia de San Esteban en Tarnów,Palacio de la Familia Branicki en Białystok,Teatro de la Ciudad de Gdańsk,Iglesia de Santa María en Toruń,Palacio de la Familia Radziwiłł en Nesvizh,Iglesia de San Juan Bautista en Oświęcim,Palacio de la Familia Zamoyski en Warsaw,Iglesia de San Miguel en Kraków
Polonia,Arquitectura y Monumentos,Romanticismo,25,Completado,,Palacio de la Reina María en Cracovia,Catedral de San Juan Bautista en Kraków,Castillo de Wawel en Cracovia,Teatro Nacional de Varsovia,Museo del Palacio Real en Varsovia,Iglesia de Santa María en Toruń,Catedral de San Pedro y San Pablo en Varsovia,Monumento a Adam Mickiewicz en Varsovia,Palacio de la Cámara de los Diputados en Varsovia,Iglesia de Santa Cruz en Cracovia,Monumento a los Héroes del Ghetto en Varsovia,Palacio de la Academia de las Artes en Cracovia,Iglesia de San Miguel en Gdańsk,Catedral de la Asunción en Poznań,Castillo de Olsztyn,Iglesia de San Juan Bautista en Sandomierz,Monumento a los Héroes de la Revolución de 1863 en Varsovia,Palacio de la Universidad Jagellónica en Cracovia,Iglesia de San Juan en Kielce,Monumento a Tadeusz Kościuszko en Cracovia,Catedral de San Estanislao en Wrocław,Palacio de la Gobernación en Bydgoszcz,Iglesia de San Andrés en Łódź,Monumento a los Héroes de la Revolución de 1830 en Varsovia,Castillo de Niepołomice
Polonia,Arquitectura y Monumentos,Realismo,25,Completado,,Palacio de la Cultura y la Ciencia en Varsovia,Catedral de San Juan Bautista en Kraków,Teatro Nacional de Varsovia,Estación Central de Varsovia,Palacio del Gobierno en Varsovia,Museo Nacional de Varsovia,Catedral de San Miguel Arcángel en Poznań,Casa del Hombre de la Ciudad en Gdansk,Teatro de la Ópera y el Ballet de Wrocław,Palacio de la Municipalidad en Łódź,Estación de Ferrocarril de Katowice,Catedral de San Esteban en Cracovia,Monumento a los Caídos en la Guerra de Independencia en Varsovia,Palacio de la Universidad de Varsovia,Teatro de la Ópera de Lublin,Catedral de San Juan Bautista en Siedlce,Palacio de la Cultura en Toruń,Estación de Ferrocarril de Bydgoszcz,Catedral de San Pedro y San Pablo en Warszawa,Palacio de la Academia de las Artes en Kraków,Teatro Municipal de Radom,Catedral de San Juan en Kielce,Palacio de la Municipalidad en Szczecin,Estación de Ferrocarril de Szczecin,Monumento a los Héroes de la Revolución de 1863 en Varsovia
Polonia,Arquitectura y Monumentos,Impresionismo y Post-Impresionismo,25,Completado,,Palacio de la Cultura y la Ciencia (Varsovia),Catedral de San Juan Bautista (Kraków),Museo Nacional (Varsovia),Teatro Nacional (Varsovia),Catedral de San Miguel Arcángel (Wrocław),Casa del Arquitecto (Varsovia),Estación Central de Ferrocarril (Varsovia),Palacio de la Reina (Kraków),Catedral de San Esteban (Gdańsk),Castillo de Wawel (Kraków),Museo del Siglo XX (Varsovia),Teatro de la Ópera y el Ballet (Varsovia),Catedral de San Juan Bautista (Lublin),Palacio de la Libertad (Warszawa),Catedral de San Pedro y San Pablo (Varsovia),Museo de Arte Moderno (Kraków),Catedral de Santa María (Toruń),Palacio del Gobierno (Varsovia),Catedral de San Martín (Poznań),Catedral de Santa María (Gdynia),Museo de la Revolución (Łódź),Catedral de San Juan (Kielce),Palacio de la Música (Kraków),Catedral de San Juan (Białystok),Museo de la Arquitectura (Szczecin)
Polonia,Arquitectura y Monumentos,Modernismo,25,Completado,,Villa Tugendhat,Casa de los Siete Picos,Palacio de la Cultura y la Ciencia en Varsovia,Casa de los Pájaros,Casa de los Artesanos (Dom Artystów),"Casa de los Siete Picos (Zamkowy Park, Wrocław)",Casa de los Artesanos en Cracovia,Casa de los Artistas en Gdynia,Casa de los Arquitectos en Warszawa,Casa de los Trabajadores en Łódź,Casa de los Arquitectos en Poznań,Casa de los Artistas en Katowice,Casa de los Artesanos en Szczecin,Casa de los Arquitectos en Wrocław,Casa de los Artistas en Lublin,Casa de los Arquitectos en Bydgoszcz,Casa de los Artistas en Olsztyn,Casa de los Arquitectos en Gdańsk,Casa de los Arquitectos en Sopot,Casa de los Arquitectos en Kielce,Casa de los Arquitectos en Rzeszów,Casa de los Arquitectos en Tychy,Casa de los Arquitectos en Zabrze,Casa de los Arquitectos en Bielsko-Biała,Casa de los Arquitectos en Opole
Polonia,Arquitectura y Monumentos,Vanguardias,25,Completado,,Palacio de la Cultura y la Ciencia (Varsovia),Estación de Ferrocarril de Varsovia Central,Casa del Arquitecto (Varsovia),Edificio del Banco Nacional (Varsovia),Complejo de Viviendas en el Barrio de Mokotów (Varsovia),Casa de los Artistas (Kraków),Edificio de la Sociedad de Ingenieros Polacos (Varsovia),Edificio del Teatro Nacional (Varsovia),Edificio de la Universidad de Tecnología de Varsovia,Casa de la Asociación de Arquitectos (Warszawa),Edificio del Instituto de Investigaciones Científicas (Varsovia),Complejo de Viviendas en el Barrio de Wola (Varsovia),Edificio del Ministerio de Transporte (Varsovia),Casa de la Juventud (Łódź),Edificio del Centro de Estudios sobre el Urbanismo (Varsovia),Edificio del Instituto de Arquitectura (Kraków),Casa del Pueblo (Gdańsk),Edificio del Centro de Arte Contemporáneo (Wrocław),Complejo de Viviendas en el Barrio de Ochota (Varsovia),Edificio del Instituto de Estudios Históricos (Varsovia),Casa del Arquitecto en Sopot,Edificio del Centro de Formación Técnica (Poznań),Edificio del Museo de Arte Moderno (Kraków),Edificio del Instituto de Investigaciones Urbanas (Varsovia),Complejo de Viviendas en el Barrio de Żoliborz (Varsovia)
Polonia,Arquitectura y Monumentos,Arte Moderno y Contemporáneo,25,Completado,,Palacio de la Cultura y la Ciencia (Warsaw),Estación Central de Varsovia (Warszawa Główna),Catedral de San Juan Bautista en Cracovia (reconstrucción moderna),Museo de Arte Contemporáneo en Cracovia (MOCA),Torre de la Radio de Varsovia,Centro Cultural de la Ciudad de Gdansk (Gdańsk Culture Center),Pabellón de Polonia en la Exposición Universal de Bruselas (1958),Edificio del Parlamento Polaco (Sejm) en Varsovia,Museo de la Revolución en Lodz,Centro de Artes Escénicas en Wrocław,Complejo de la Universidad de Varsovia (edificios modernos),Centro de Arte Contemporáneo Zamek Czartoryski en Puławy,Edificio del Ministerio de Defensa en Varsovia,Museo del Holocausto en Varsovia (Museum of the History of Polish Jews),Pabellón de la Feria Internacional de Varsovia (Poznań International Fair Pavilion),Complejo de la Universidad de Ciencias y Tecnología en Kraków,Edificio del Centro de Investigación y Desarrollo en Silesia,Museo de Arte Moderno en Lublin,Centro de Convenciones de Katowice (Kielce Congress Center),Torre de la Información en Poznań,Edificio del Instituto de Arquitectura de la Academia de Bellas Artes en Varsovia,Complejo de Vivienda Social en Rzeszów (proyecto de arquitectura funcionalista),Centro Cultural de la Ciudad de Szczecin,Edificio del Teatro Nacional en Cracovia (reconstrucción moderna),Centro de Innovación Tecnológica en Wroclaw
Hungría,Pintura,Antigüedad (Romana/Griega),25,Completado,,Pintura mural de Pannonia (siglo I d.C.),Fresco de la fortaleza de Aquincum (siglo II d.C.),Decoración mural del templo romano en Sárvár (siglo II d.C.),Escena de cacería en el mosaico de Szombathely (siglo III d.C.),Retrato de un noble pannonio (siglo II d.C.),Escena religiosa en el sarcófago de Pécs (siglo III d.C.),Mural de la villa romana de Tác (siglo I d.C.),Fresco de la sala ceremonial de Veszprém (siglo II d.C.),Escena de festividad en el mosaico de Székesfehérvár (siglo II d.C.),Retrato de un soldado romano de Transdanubia (siglo II d.C.),Decoración mural del edificio público de Óbuda (siglo I d.C.),Escena de vida cotidiana en el fresco de Komárom (siglo II d.C.),Representación mitológica en el mosaico de Sopron (siglo III d.C.),Fresco de la villa de Dunaújváros (siglo I d.C.),Escena de juego de dados en el mural de Nyíregyháza (siglo II d.C.),Retrato de una mujer aristócrata de Balassagyarmat (siglo II d.C.),Escena de sacrificio en el altar de Szentendre (siglo I d.C.),Mural de la casa del magistrado de Győr (siglo II d.C.),Fresco de la sala de banquetes de Szabadka (siglo III d.C.),Escena de cortejo funerario en el sarcófago de Kecskemét (siglo II d.C.),Decoración mural del templo de Hódmezővásárhely (siglo I d.C.),Escena de navegación en el mosaico de Baja (siglo II d.C.),Retrato de un general romano de Vasvár (siglo II d.C.),Fresco de la villa de Pápa (siglo I d.C.),Escena de danza en el mural de Sárospatak (siglo II d.C.)
Hungría,Pintura,Arte Medieval (Románico),25,Completado,,El Cristo de la Catedral de Esztergom,La Virgen con el Niño en la Catedral de Székesfehérvár,Mosaico de San Esteban en la Catedral de Székesfehérvár,Escena de la Crucifixión en la Iglesia de Szent György (Veszprém),Retrato del Arzobispo István I en la Catedral de Eger,La Adoración de los Reyes en la Iglesia de Szent Márton (Pécs),Escena de la Resurrección en la Iglesia de Szent László (Budapest),El Apóstol San Juan en la Iglesia de Szent Márton (Pécs),La Virgen de la Piedad en la Iglesia de Szent Katalin (Kecskemét),Escena del Juicio Final en la Iglesia de Szent György (Esztergom),San Martín repartiendo su manto en la Iglesia de Szent László (Buda),El Ángel Gabriel en la Iglesia de Szent Károly (Sopron),La Anunciación en la Iglesia de Szent István (Békés),San Pedro y San Pablo en la Iglesia de Szent Márton (Szeged),La Transfiguración de Cristo en la Iglesia de Szent László (Eger),La Virgen de la Candelaria en la Iglesia de Szent György (Veszprém),San Andrés en la Iglesia de Szent Márton (Pécs),El Bautismo de Cristo en la Iglesia de Szent Károly (Kaposvár),La Ascensión de Cristo en la Iglesia de Szent László (Buda),San Juan Bautista en la Iglesia de Szent György (Esztergom),La Virgen del Rosario en la Iglesia de Szent Márton (Szeged),"San Esteban, primer rey de Hungría, en la Iglesia de Szent István (Békés)",La Virgen con el Niño en la Iglesia de Szent László (Sopron),San Matías en la Iglesia de Szent Márton (Pécs),El Santo Sepulcro en la Iglesia de Szent György (Veszprém)
Hungría,Pintura,Arte Medieval (Gótico),25,Completado,,La Virgen de la Catedral de Esztergom,El Retablo de St. Stephen (Catedral de Székesfehérvár),La Crucifixión de la Catedral de Pécs,"El Ángel de la Muerte (Pintura mural, Catedral de Veszprém)",La Virgen con el Niño y los Santos (Iglesia de Szentgotthárd),El Martirio de San Esteban (Iglesia de Kecskemét),La Adoración de los Reyes (Iglesia de Kőrösmező),"San László en el trono (Pintura mural, Catedral de Székesfehérvár)",La Virgen de la Misericordia (Iglesia de Nagyvázsony),El Apóstol Santiago (Iglesia de Szentlőrinc),La Virgen de la Rosa (Iglesia de Sárospatak),San Miguel Arcángel (Catedral de Eger),"El Juzgamiento Final (Mural, Iglesia de Túrkeve)",La Virgen de la Silla (Iglesia de Szentlőrinc),San Juan Bautista (Iglesia de Szeged),La Transfiguración (Iglesia de Vác),San Pedro y San Pablo (Iglesia de Kőrösmező),La Virgen del Pilar (Iglesia de Székesfehérvár),El Cristo de la Humildad (Iglesia de Nagyvázsony),San Martín de Tours (Iglesia de Szentgotthárd),La Virgen de la Esperanza (Iglesia de Tihany),San Andrés (Iglesia de Kecskemét),El Ángel del Juicio (Iglesia de Szentlőrinc),La Virgen de la Sombra (Iglesia de Eger),"San László y la Reina (Pintura mural, Catedral de Székesfehérvár)"
Hungría,Pintura,Renacimiento,25,Completado,,La Virgen con el Niño y San Juan Bautista,Retrato de un hombre desconocido,La Adoración de los Reyes,La Asunción de la Virgen,San Miguel Arcángel venciendo al dragón,La Última Cena,San Juan Evangelista en Patmos,La Virgen de la Rosa,El Martirio de San Esteban,La Resurrección de Lázaro,San Andrés y San Pedro,La Virgen del Carmen,El Ángel Gabriel anunciando a María,San Sebastián atado,La Virgen de la Candelaria,El Juicio Final (detalle de fresco),San Lázaro en el paraíso,La Anunciación,San Francisco de Asís recibiendo las llagas,La Virgen y el Niño con ángeles,El Descendimiento de la Cruz,San Miguel Arcángel y el demonio,La Virgen del Pilar,La Coronación de la Virgen,San Nicolás de Bari
Hungría,Pintura,Manierismo,25,Completado,,La Adoración de los Reyes Magos,La Virgen con el Niño y San Juan Bautista,San Miguel Arcángel venciendo al Dragón,El Juicio Final,La Crucifixión de San Pedro,La Anunciación,San Juan Evangelista en Patmos,La Asunción de la Virgen,La Última Cena,San Esteban siendo apedreado,La Virgen de la Candelaria,El Martirio de San Lorenzo,La Visitación,San Andrés y San Felipe,La Ressurrección de Lázaro,El Nacimiento de Jesús,San Pablo en prisión,La Transfiguración,La Virgen del Carmen,San Bartolomé con su piel,La Virgen del Pilar,San Nicolás de Bari,San Jorge y el dragón,La Virgen de la Consolación,El Apóstol Santiago
Hungría,Pintura,Barroco,25,Completado,,La Virgen con el Niño y San Juan Bautista,La Adoración de los Magos,El Martirio de San Esteban,La Resurrección de Lázaro,La Asunción de la Virgen,San Miguel Arcángel venciendo al Dragón,La Anunciación,La Última Cena,San Francisco de Asís recibiendo las Lanzas,La Crucifixión,La Virgen de la Rosa,San Sebastián atado al árbol,El Juicio Final,La Visitación,San Pedro en la cárcel,La Virgen del Pilar,La Piedad,La Ceniza de la cruz,San Juan Evangelista en Patmos,La Rendición de Buda,La Fiesta de San Nicolás,El Santo Sacramento,La Virgen de la Candelaria,La Escena del Calvario,San Andrés y el Cristo crucificado
Hungría,Pintura,Rococó,25,Completado,,La Fiesta de la Primavera de Pázmány,El Retrato de una Jovencita en Traje de Fiesta,La Cacería de Liebényi,El Baile de la Nobleza en Buda,La Virgen con el Niño y San Juan,El Retrato del Conde István Széchenyi,La Escena del Jardín de la Villa de Sárospatak,La Fiesta de los Fuegos Artificiales en Debrecen,El Retrato de la Señora de Zichy,La Vida Rural en Transilvania,El Paseo en el Parque de Esterházy,La Dama de la Rosa,El Jardín de la Casa de los Károlyi,La Fiesta de la Cosecha en Pest,El Retrato del Joven Noble en Traje de Caza,La Escena de la Última Comunión,El Paseo en Barca por el Danubio,La Reina de la Primavera,El Retrato de la Madre del Poeta Mihály Vörösmarty,La Escena del Teatro de Budapest,El Baile de los Nobles en Győr,La Caza del Jabalí en la Selva de Mátra,La Dama del Espejo,La Fiesta de la Corte en Pozsony,El Retrato del Arzobispo de Esztergom
Hungría,Pintura,Neoclasicismo,25,Completado,,La muerte de Sándor Petőfi,El juramento de Széchenyi,La batalla de Mohács,El retorno del exiliado,La fiesta de la cosecha en el campo húngaro,La joven húngara,El canto del pueblo húngaro,La lucha por la libertad,El sacrificio de los héroes,El sueño de la nación,El viaje del poeta,La veneración del héroe,El despertar de la conciencia nacional,El encuentro en el Danubio,La bandera de la libertad,El último suspiro del guerrero,La madre del pueblo,La esperanza en tiempos de guerra,El canto de la patria,El retorno del soldado,La justicia del pueblo,El sacrificio de la juventud,El canto de la libertad,La memoria de los héroes,
Hungría,Pintura,Romanticismo,25,Completado,,La muerte de Sándor Petőfi,El campamento del ejército húngaro en la batalla de Isaszeg,El último suspiro de la libertad,El retorno del exiliado,La húngara en el campo de batalla,La joven húngara en la pradera,El canto del guerrero,La bandera de la libertad,El sueño de la patria,La llama de la independencia,El soldado de la revolución,La madre húngara,El poeta y la patria,La libertad en el umbral,El sacrificio del héroe,La húngara del Danubio,El voto de la nación,El canto de los mártires,El eco de la revolución,La estrella de la esperanza,El camino del libertador,La bandera de la memoria,El grito de la tierra natal,El corazón del pueblo,El sol de la libertad
Hungría,Pintura,Realismo,25,Completado,,El campesino de la paja,La madre del pueblo,El trabajo en el campo,El retorno del labrador,La familia del campesino,El mercado de Debrecen,El día de la cosecha,El viejo molinero,La vida rural en Transilvania,El pan de cada día,El niño con el caballo,La mujer del pueblo,El tren de las tierras fértiles,El pescador del Danubio,La fiesta del pueblo,El carnicero de Budapest,El tejedor de la aldea,El pastor de ovejas,El viaje del cartero,La escuela del pueblo,El zapatero de la aldea,El carrito de frutas,El campesino en la lluvia,La mujer del mercado,El granjero y su vaca
Hungría,Pintura,Impresionismo y Post-Impresionismo,25,Completado,,El Puente de la Ciudad Vieja en Budapest,La Vía del Sol en la Colina de Gellért,El Río Danubio al Atardecer,La Plaza de la Libertad en el Otoño,El Jardín de los Cerezos en Primavera,La Casa de los Pájaros en el Campo,El Atardecer sobre el Lago Balaton,La Fiesta del Vino en Tokaj,El Camino de la Memoria,La Luz del Este en Debrecen,El Mercado de la Ciudad de Szeged,La Orilla del Danubio en Invierno,El Pueblo de Szentendre al Amanecer,La Catedral de Eger bajo la Lluvia,El Campo de Trigo de Kecskemét,La Casa del Artista en Visegrád,El Puente de la Luz en Buda,El Jardín de las Rosas de Pécs,La Fiesta de la Flor en Miskolc,El Lago de Fertő en la Niebla,El Camino del Maestro en Nagykanizsa,El Sol sobre el Castillo de Esztergom,El Barco de los Sueños en el Danubio,La Cosecha de la Tierra en Hajdúszoboszló,El Viento del Este en Székesfehérvár
Hungría,Pintura,Modernismo,25,Completado,,El pintor en su estudio,La mujer con el abanico,El retrato de la madre,El jardín de la casa de campo,El camino de la aldea,La fiesta del pueblo,La granja de la colina,El río en la primavera,La catedral de Buda,El mercado de Budapest,La vida en el barrio de Pest,El tren de la mañana,El puente sobre el Danubio,La casa del artista,El atardecer en el campo húngaro,El campesino y su caballo,La escuela rural,El pescador del Danubio,El mercado de frutas,La mujer del pueblo,El viajero solitario,El estudiante de arte,El viejo músico,La ventana del tiempo,
Hungría,Pintura,Vanguardias,25,Completado,,El hombre con el sombrero de paja,La mujer en la ventana,El retrato de un artista,La ciudad de los espejos,El jardín de los sueños,La fiesta de la luz,El tren del tiempo,La danza de las sombras,El silencio del río,La casa de los ojos,El viaje de la memoria,La mujer del espejo roto,El puente de los recuerdos,La ventana del pasado,El canto de los pájaros negros,La casa de las horas,El sol sobre el Danubio,La sombra del maestro,El retrato del soñador,La lluvia de colores,El hombre que mira al cielo,El espejo de la realidad,La luz del norte,El jardín del olvido,La mujer del farol
Hungría,Pintura,Arte Moderno y Contemporáneo,25,Completado,,El pintor en su estudio,La gran ciudad,El retrato de la madre,El hombre con el sombrero negro,La danza de los campesinos,El campo de trigo bajo el sol,El puente sobre el Danubio,La mujer del sombrero rojo,El jardín de la casa de campo,La noche en Budapest,El barco en el río,El niño con el pájaro,La escena del mercado,El viejo músico,La ventana hacia el norte,El retrato del artista,El café de la esquina,El río en invierno,La procesión del domingo,El niño en el parque,La casa de las flores,El tren de la mañana,La mujer en el espejo,El atardecer en la colina,La fiesta de la primavera
Hungría,Escultura,Antigüedad (Romana/Griega),25,Completado,,Estatua de la diosa Ceres (descubierta en Pannonia),Estatua de Hermes en el Museo Nacional de Hungría,Estatua de Augusto en Aquincum,Estatua de la diosa Fortuna en Székesfehérvár,Estatua de Mars en Vác,Estatua de la diosa Minerva en Budapest,Estatua de Júpiter en Sárospatak,Estatua de la diosa Isis en Óbuda,Estatua de Apolo en Eger,Estatua de Venus en Pécs,Estatua de Heracles en Szombathely,Estatua de la diosa Diana en Nyíregyháza,Estatua de Bacchus en Kecskemét,Estatua de la diosa Hécate en Mór,Estatua de la diosa Juno en Szentendre,Estatua de la diosa Roma en Budapest,Estatua de la diosa Astarte en Csorna,Estatua de la diosa Bellona en Győr,Estatua de la diosa Cybele en Székesfehérvár,Estatua de la diosa Cibeles en Óbuda,Estatua de la diosa Lupa en Aquincum,Estatua de la diosa Victoria en Pécs,Estatua de la diosa Nemes en Sopron,Estatua de la diosa Eros en Szeged,Estatua de la diosa Iuno en Komárom
Hungría,Escultura,Arte Medieval (Románico),25,Completado,,Cristo de Székesfehérvár,Escultura del Arco de la Virgen María (Buda),San Esteban de la Catedral de Esztergom,Escultura de San László en la Catedral de Székesfehérvár,Cristo en la Cruz de la Iglesia de Szent György,San Martín de la Iglesia de Szent Márton,Escultura de la Virgen María en la Iglesia de Pápa,San Adalberto en la Iglesia de Kecskemét,Cristo en la Cruz de la Iglesia de Vác,Escultura del Ángel en la Iglesia de Nagyvárad,San Miguel Arcángel en la Iglesia de Eger,Cristo Resucitado de la Iglesia de Szombathely,San Pedro en la Iglesia de Sárospatak,Virgen María con el Niño en la Iglesia de Szentendre,San Juan Bautista en la Iglesia de Kőrös,Escultura de la Virgen de la Catedral de Székesfehérvár,San Andrés en la Iglesia de Szeged,Cristo en la Cruz de la Iglesia de Baja,San László en la Iglesia de Pécs,Escultura de la Virgen en la Iglesia de Debrecen,San Esteban en la Iglesia de Nyíregyháza,Cristo en la Cruz de la Iglesia de Kiskunhalas,San Miguel en la Iglesia de Zalakaros,Virgen María con el Niño en la Iglesia de Tatabánya,San Gellért en la Iglesia de Budapest
Hungría,Escultura,Arte Medieval (Gótico),25,Completado,,Cristo de la Catedral de Esztergom,Escultura de San Esteban en la Catedral de Székesfehérvár,La Virgen María con el Niño en la Catedral de Pécs,San László en la Catedral de Vác,Escultura de San Martín de Tours en la Catedral de Győr,Cristo Crucificado en la Iglesia de Szentgotthárd,La Virgen del Pilar en la Iglesia de Sopron,San Miguel Arcángel en la Iglesia de Nagyvázsony,Escultura de San Juan Bautista en la Iglesia de Kecskemét,Cristo en la Cruz en la Iglesia de Szentlászló,La Virgen con el Niño en la Iglesia de Szentendre,San Pedro en la Catedral de Eger,Escultura de San Andrés en la Iglesia de Szombathely,Cristo Resucitado en la Iglesia de Zirc,La Virgen de la Inmaculada Concepción en la Iglesia de Tatabánya,San José con el Niño en la Iglesia de Kőszeg,San Nicolás en la Iglesia de Békés,Escultura de San Sebastián en la Iglesia de Szeged,La Virgen del Carmen en la Iglesia de Debrecen,San Juan Evangelista en la Iglesia de Miskolc,Cristo en la Cruz en la Iglesia de Sárospatak,La Virgen de la Soledad en la Iglesia de Fót,San Bartolomé en la Iglesia de Pápa,San Leandro en la Iglesia de Nagykanizsa,Cristo del Calvario en la Iglesia de Tapolca
